annotation_id,concept_name
352,Elpidia
353,Elpidia
354,Vesicomyidae
355,Amphipoda
356,Isidella tentaculum
357,Munnopsidae
358,Ophiacanthidae
359,Pannychia moseleyi
360,Pannychia moseleyi
361,Psolus squamatus
362,Hormathiidae
363,Zoantharia
364,Pannychia moseleyi
365,Crinoidea
366,Ophiacanthidae
367,Pannychia moseleyi
368,Hormathiidae
369,Psolus squamatus
370,Crinoidea
371,Corallimorphus pilatus
372,Tunicata
373,Pannychia moseleyi
374,Acanthascinae
375,Acanthoptilum
376,Ophiacanthidae
377,Serpulidae
378,Serpulidae
379,Paralomis multispina
380,Serpulidae
381,Asbestopluma
382,Asbestopluma
383,Asbestopluma
384,Vesicomyidae
385,Isididae
386,Asteroidea
387,Keratoisis
388,Ceriantharia
389,Ophiacanthidae
390,Merluccius productus
391,Caridea
392,Amphipoda
393,Brisingida
394,Isosicyonis
395,Sebastolobus
396,Sebastolobus
397,Sebastolobus
398,Corallimorphus pilatus
399,Paralomis multispina
400,Psolus squamatus
401,Pandalus amplus
402,Rathbunaster californicus
403,Hormathiidae
404,Florometra serratissima
405,Pandalus amplus
406,Keratoisis
407,Ceriantharia
408,Vesicomyidae
409,Terebellidae
410,Terebellidae
411,Terebellidae
412,Terebellidae
413,Munidopsis
414,Asbestopluma
415,Caridea
416,Paragorgia
417,Pandalus amplus
418,Tunicata
419,Ceriantharia
420,Paragorgia
421,Metridium farcimen
422,Amphipoda
423,Liponema brevicorne
424,Sebastolobus
425,Scotoplanes
426,Actiniaria
427,Asteroidea
428,Actiniaria
429,Paralomis multispina
430,Funiculina
431,Brisingida
432,Caridea
433,Chorilia longipes
434,Sebastolobus
435,Corallimorphus pilatus
436,Chorilia longipes
437,Ophiacanthidae
438,Ceriantharia
439,Funiculina
440,Porifera
441,Pennatula phosphorea
442,Porifera
443,Ophiacanthidae
444,Holothuroidea
445,Asbestopluma
446,Brisingida
447,Pannychia moseleyi
448,Funiculina
449,Sebastes
450,Sebastolobus
451,Corallimorphus pilatus
452,Apostichopus leukothele
453,Corallimorphus pilatus
454,Metridium farcimen
455,Scleractinia
456,Scleractinia
457,Zoantharia
458,Zoantharia
459,Metridium farcimen
460,Metridium farcimen
461,Vesicomyidae
462,Abyssocucumis abyssorum
463,Lithodidae
464,Tunicata
465,Pandalus amplus
466,Holothuroidea
467,Psolus squamatus
468,Amphipoda
469,Munnopsidae
470,Florometra serratissima
471,Staurocalyptus
472,Pyrosoma atlanticum
473,Peniagone
474,Asbestopluma monticola
475,Asbestopluma monticola
476,Elpidia
477,Munnopsidae
478,Pennatula phosphorea
479,Pennatula phosphorea
480,Pennatula phosphorea
481,Caridea
482,Pennatula phosphorea
483,Pennatula phosphorea
484,Funiculina
485,Pennatula phosphorea
486,Pennatula phosphorea
487,Pennatula phosphorea
488,Paragorgia
489,Keratoisis
490,Isidella tentaculum
491,Heterochone calyx
492,Keratoisis
493,Keratoisis
494,Keratoisis
495,Porifera
496,Chorilia longipes
497,Pandalus amplus
498,Ophiuroidea
499,Ophiuroidea
500,Florometra serratissima
501,Parastenella
502,Chorilia longipes
503,Sebastes
504,Hexactinellida
505,Lithodidae
506,Funiculina
507,Lithodidae
508,Ophiuroidea
509,Pandalus platyceros
510,Acanthoptilum
511,Acanthoptilum
512,Lithodidae
513,Lithodidae
514,Lithodidae
515,Lithodidae
516,Pyrosoma atlanticum
517,Corallimorphus pilatus
518,Tunicata
519,Holothuroidea
520,Pennatula phosphorea
521,Lithodidae
522,Ophiacanthidae
523,Caridea
524,Chorilia longipes
525,Scotoplanes globosa
526,Isidella tentaculum
527,Ophiacanthidae
528,Funiculina
529,Funiculina
530,Funiculina
531,Funiculina
532,Ceriantharia
533,Ceriantharia
534,Florometra serratissima
535,Asbestopluma monticola
536,Porifera
537,Funiculina
538,Ophiacanthidae
539,Actinopterygii
540,Microstomus pacificus
541,Umbellula
542,Psathyrometra fragilis
543,Chorilia longipes
544,Chorilia longipes
545,Porifera
546,Acanthoptilum
547,Actinopterygii
548,Benthocodon pedunculata
549,Acanthoptilum
550,Acanthoptilum
551,Acanthoptilum
552,Acanthoptilum
553,Florometra serratissima
554,Acanthoptilum
555,Florometra serratissima
556,Pyrosoma atlanticum
557,Pyrosoma atlanticum
558,Pyrosoma atlanticum
559,Lithodidae
560,Paralomis multispina
561,Umbellula
562,Pandalus amplus
563,Sebastes
564,Acanthoptilum
565,Acanthoptilum
566,Florometra serratissima
567,Acanthoptilum
568,Florometra serratissima
569,Octopus rubescens
570,Paralomis multispina
571,Tunicata
572,Florometra serratissima
573,Microstomus pacificus
574,Chorilia longipes
575,Chorilia longipes
576,Chorilia longipes
577,Abyssocucumis abyssorum
578,Sebastes
579,Pandalus platyceros
580,Pennatula phosphorea
581,Asbestopluma monticola
582,Corallimorphus pilatus
583,Corallimorphus pilatus
584,Benthocodon pedunculata
585,Florometra serratissima
586,Ophiuroidea
587,Amphipoda
588,Benthocodon pedunculata
589,Benthocodon pedunculata
590,Benthocodon pedunculata
591,Benthocodon pedunculata
592,Paelopatides confundens
593,Actinopterygii
594,Paelopatides confundens
595,Brisingida
596,Porifera
597,Peniagone
598,Corallimorphus pilatus
599,Microstomus pacificus
600,Delectopecten
601,Florometra serratissima
602,Acanthoptilum
603,Delectopecten
604,Acanthoptilum
605,Acanthoptilum
606,Pannychia moseleyi
607,Chionoecetes tanneri
608,Benthocodon pedunculata
609,Pennatula phosphorea
610,Corallimorphus pilatus
611,Ptychogastria polaris
612,Delectopecten
613,Ptychogastria polaris
614,Ptychogastria polaris
615,Ptychogastria polaris
616,Delectopecten
617,Delectopecten
618,Delectopecten
619,Delectopecten
620,Delectopecten
621,Delectopecten
622,Delectopecten
623,Benthocodon pedunculata
624,Elpidia
625,Chionoecetes tanneri
626,Amphipoda
627,Tunicata
628,Scotoplanes
629,Liponema brevicorne
630,Pannychia moseleyi
631,Crinoidea
632,Chorilia longipes
633,Pandalus amplus
634,Heterocarpus
635,Florometra serratissima
636,Pannychia moseleyi
637,Gastropoda
638,Merluccius productus
639,Zoantharia
640,Vesicomyidae
641,Florometra serratissima
642,Florometra serratissima
643,Florometra serratissima
644,Gersemia juliepackardae
645,Gersemia juliepackardae
646,Florometra serratissima
647,Gersemia juliepackardae
648,Florometra serratissima
649,Keratoisis
650,Ophiuroidea
651,Corallimorphus pilatus
652,Holothuroidea
653,Apostichopus leukothele
654,Florometra serratissima
655,Sebastes
656,Amphipoda
657,Caridea
658,Psathyrometra fragilis
659,Terebellidae
660,Florometra serratissima
661,Florometra serratissima
662,Florometra serratissima
663,Florometra serratissima
664,Psathyrometra fragilis
665,Terebellidae
666,Acanthoptilum
667,Amphipoda
668,Scotoplanes globosa
669,Psolus squamatus
670,Chorilia longipes
671,Corallimorphus pilatus
672,Brisingida
673,Psathyrometra fragilis
674,Gersemia juliepackardae
675,Gersemia juliepackardae
676,Brisingida
677,Ophiacanthidae
678,Abyssocucumis abyssorum
679,Florometra serratissima
680,Merluccius productus
681,Florometra serratissima
682,Florometra serratissima
683,Umbellula
684,Merluccius productus
685,Psathyrometra fragilis
686,Ophiuroidea
687,Florometra serratissima
688,Ophiuroidea
689,Florometra serratissima
690,Caridea
691,Lithodidae
692,Parastenella
693,Brisingida
694,Porifera
695,Hippasteria
696,Asbestopluma monticola
697,Gersemia juliepackardae
698,Funiculina
699,Psolus squamatus
700,Florometra serratissima
701,Corallimorphus pilatus
702,Mediaster aequalis
703,Apostichopus leukothele
704,Lithodidae
705,Pyrosoma atlanticum
706,Caridea
707,Ceriantharia
708,Crinoidea
709,Crinoidea
710,Liponema brevicorne
711,Hippasteria
712,Scotoplanes globosa
713,Scotoplanes globosa
714,Isidella tentaculum
715,Chorilia longipes
716,Pandalus platyceros
717,Hippasteria
718,Rathbunaster californicus
719,Psathyrometra fragilis
720,Acanthoptilum
721,Sebastes
722,Acanthoptilum
723,Acanthoptilum
724,Caridea
725,Florometra serratissima
726,Hippasteria
727,Paelopatides confundens
728,Scotoplanes globosa
729,Microstomus pacificus
730,Amphipoda
731,Florometra serratissima
732,Florometra serratissima
733,Mediaster aequalis
734,Lithodidae
735,Mediaster aequalis
736,Mycale
737,Merluccius productus
738,Caridea
739,Mediaster aequalis
740,Merluccius productus
741,Florometra serratissima
742,Psathyrometra fragilis
743,Florometra serratissima
744,Florometra serratissima
745,Holothuroidea
746,Pannychia moseleyi
747,Pannychia moseleyi
748,Corallimorphus pilatus
749,Ceriantharia
750,Elpidia
751,Ceriantharia
752,Vesicomyidae
753,Brisingida
754,Florometra serratissima
755,Merluccius productus
756,Ophiuroidea
757,Apostichopus leukothele
758,Isididae
759,Psolus squamatus
760,Gersemia juliepackardae
761,Caridea
762,Isididae
763,Lithodidae
764,Pennatula phosphorea
765,Serpulidae
766,Merluccius productus
767,Pandalus amplus
768,Staurocalyptus
769,Staurocalyptus
770,Terebellidae
771,Funiculina
772,Lithodidae
773,Sebastes
774,Corallimorphus pilatus
775,Merluccius productus
776,Psolus squamatus
777,Ophiacanthidae
778,Paelopatides confundens
779,Psathyrometra fragilis
780,Mycale
781,Mycale
782,Florometra serratissima
783,Paragorgia
784,Funiculina
785,Delectopecten
786,Elpidia
787,Caridea
788,Pandalus amplus
