annotation_id,concept_name
668,Scotoplanes globosa
669,Liponema brevicorne
670,Actiniaria
671,Actiniaria
672,Brisingida
673,Microstomus pacificus
674,Microstomus pacificus
675,Strongylocentrotus fragilis
676,Psathyrometra fragilis
677,Paralomis multispina
678,Abyssocucumis abyssorum
679,Ophiuroidea
680,Apostichopus leukothele
681,Crinoidea
682,Microstomus pacificus
683,Microstomus pacificus
684,Microstomus pacificus
685,Crinoidea
686,Microstomus pacificus
687,Microstomus pacificus
688,Microstomus pacificus
689,Florometra serratissima
690,Paelopatides confundens
691,Sebastolobus
692,Parastenella
693,Brisingida
694,Psathyrometra fragilis
695,Hippasteria
696,Porifera
697,Isosicyonis
698,Corallimorphus pilatus
699,Tunicata
700,Ophiuroidea
701,Funiculina
702,Abyssocucumis abyssorum
703,Apostichopus leukothele
704,Caridea
705,Actinopterygii
706,Actiniaria
707,Actinernus
708,Crinoidea
709,Actinernus
710,Liponema brevicorne
711,Asteroidea
712,Scotoplanes globosa
713,Scotoplanes globosa
714,Isidella tentaculum
715,Crinoidea
716,Hippasteria
717,Asteroidea
718,Rathbunaster californicus
719,Microstomus pacificus
720,Florometra serratissima
721,Sebastes
722,Acanthoptilum
723,Florometra serratissima
724,Umbellula
725,Florometra serratissima
726,Isididae
727,Paelopatides confundens
728,Microstomus pacificus
729,Paelopatides confundens
730,Amphipoda
731,Florometra serratissima
732,Florometra serratissima
733,Mediaster aequalis
734,Caridea
735,Hormathiidae
736,Mycale
737,Keratoisis
738,Peniagone
739,Mediaster aequalis
740,Gastropoda
741,Microstomus pacificus
742,Florometra serratissima
743,Rathbunaster californicus
744,Microstomus pacificus
745,Actinopterygii
746,Actinopterygii
747,Psolus squamatus
748,Scleractinia
749,Psathyrometra fragilis
750,Elpidia
751,Munnopsidae
752,Tunicata
753,Brisingida
754,Scleractinia
755,Actinernus
756,Paelopatides confundens
757,Sebastolobus
758,Keratoisis
759,Gersemia juliepackardae
760,Ophiacanthidae
761,Apostichopus leukothele
762,Parastenella
763,Lithodidae
764,Actiniaria
765,Zoantharia
766,Scotoplanes
767,Apostichopus leukothele
768,Scleractinia
769,Staurocalyptus
770,Octopus rubescens
771,Paelopatides confundens
772,Peniagone
773,Ceriantharia
774,Actinernus
775,Paelopatides confundens
776,Paelopatides confundens
777,Lithodidae
778,Microstomus pacificus
779,Paelopatides confundens
780,Mycale
781,Mycale
782,Crinoidea
783,Isididae
784,Caridea
785,Delectopecten
786,Scotoplanes globosa
787,Peniagone
788,Pandalus amplus
